SpName,TraitName,ValueQ,Units,ValueC,ValueT,CitName,Notes
Antennaria microphylla,ULR_standard,0.002745111,mg/mm2/day,,,Clark et al 08,Standard conditions
Antennaria microphylla,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Antennaria microphylla,Where_native,,,Willamette Valley,,--,
Anthoxanthum odoratum,Authority,,,,L.,--,
Anthoxanthum odoratum,Breeding,,,allogamy,,--,
Anthoxanthum odoratum,Clonality,,,clonal aboveground,,Grime et al. 90,"""limited capacity for tillering"""
Anthoxanthum odoratum,Code,,,,ANOD,--,
Anthoxanthum odoratum,Common_name,,,,sweet vernalgrass,--,
Anthoxanthum odoratum,Diaspore_feature,,,awn,,--,
Anthoxanthum odoratum,Dispersal_peak_month,7,month,,,Platenkamp 90,
Anthoxanthum odoratum,Dormancy_break_mech,,,not stratification,,Ecol. Flora British Isles,
Anthoxanthum odoratum,Family,,,,Poaceae,--,
Anthoxanthum odoratum,Flowering_peak_month,5,month,,,Platenkamp 90,
Anthoxanthum odoratum,Germination_peak_month,10,month,,,Platenkamp and Foin 90,
Anthoxanthum odoratum,Germination_peak_month,10,month,,,Antonovics and Ellstrand 84,
Anthoxanthum odoratum,Germination_peak_month,11,month,,,Platenkamp 90,
Anthoxanthum odoratum,Germination_rate,96,%,,,Flynn et al. 04,Average at Kew
Anthoxanthum odoratum,Germination_rate,18.66666603,mg,,,Clark et al 08b,
Anthoxanthum odoratum,Growth_form_Corn,,,tussock,,--,
Anthoxanthum odoratum,Growth_form_std,,,graminoid,,--,
Anthoxanthum odoratum,Habit,,,herbaceous,,--,
Anthoxanthum odoratum,Habitat_main,,,wetland prairie,,--,
Anthoxanthum odoratum,Height_max,60,cm,,,Flora ID Northwest 04,
Anthoxanthum odoratum,LAR_standard,52.40933609, mm2/mg,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Leaf_area_21d,535.0200195, mm2,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Leaf_division,,,simple,,--,
Anthoxanthum odoratum,Leaf_margin,,,entire,,--,
Anthoxanthum odoratum,Leaf_shape,,,,lanceolate,--,
Anthoxanthum odoratum,Life_form,,,hemicryptophyte,,--,
Anthoxanthum odoratum,LMR_standard,0.859248817, mg/mg,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Mass_aboveground_21d,9.554545403,  mg,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Mass_aboveground_timed,1.299999952,g,,,Berendse 81,Harvested at 80 days; seedlings grown in monoculture with ample water and nutrients
Anthoxanthum odoratum,Mass_root_21d,1.963636398,  mg,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Mass_seed,0.800000012,mg,,,Bakker et al. 96,
Anthoxanthum odoratum,Mass_seed,0.449999988,mg,,,Grime et al. 90,
Anthoxanthum odoratum,Mass_seed,0.560000002,mg,,,Flynn et al. 04,Average
Anthoxanthum odoratum,Mass_seed,0.243000001,mg,,,Clark et al 08b,
Anthoxanthum odoratum,Nitrogen_fixing,,,No,,--,
Anthoxanthum odoratum,Perenniality,,,perennial,,--,
Anthoxanthum odoratum,Propagation_mode,,,seed and vegetative,,--,
Anthoxanthum odoratum,Ps_pathway,,,C3,,--,
Anthoxanthum odoratum,Reproductive_sched,,,polycarpy,,--,
Anthoxanthum odoratum,RGR_seedling,0.079999998,mg total biomass/d,,,Davis 97,
Anthoxanthum odoratum,RGR_standard,0.265731007,per day,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Root_system,,,fibrous,,--,
Anthoxanthum odoratum,RSA_standard,0.725812495, --,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Seed_bank,,,yes,,Ecol. Flora British Isles,
Anthoxanthum odoratum,SLA_standard,59.21949768, mm2/mg,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Status_Federal,,,none,,--,
Anthoxanthum odoratum,Status_ONHIC,,,none,,--,
Anthoxanthum odoratum,Status_State,,,none,,--,
Anthoxanthum odoratum,Stem_arrangement,,,multiple upright,,--,
Anthoxanthum odoratum,Taxonomic_group,,,monocot,,,
Anthoxanthum odoratum,ULR_standard,0.005952257,mg/mm2/day,,,Clark et al 08,Standard conditions
Anthoxanthum odoratum,Wetland_Indicator_Status,,,FACU,,"USDA, NRCS 05",
Anthoxanthum odoratum,Where_native,,,Europe,,--
Aquilegia formosa,Authority,,,,Fisch. ex DC.,"USDA, NRCS 07"
Aquilegia formosa,Clonality,,,clonal rhizomes,,Flora ID Northwest 04
Aquilegia formosa,Code,,,,AQFO,"USDA, NRCS 07"
Aquilegia formosa,Common_name,,,,western columbine,"USDA, NRCS 07"
Aquilegia formosa,Diaspore_feature,,,none,,Flora ID Northwest 04
Aquilegia formosa,Dispersal_peak_month,6,month,,,Boyer 07a
Aquilegia formosa,Dormancy_break_mech,,,stratification,,Roberts and Clark 04b
Aquilegia formosa,Family,,,,Ranunculaceae,--
Aquilegia formosa,Flowering_peak_month,5,month,,,Boyer 07a
Aquilegia formosa,Germination_peak_month,2,month,,,Boyer 07a
Aquilegia formosa,Germination_rate,96,%,,,Flynn et al. 06
Aquilegia formosa,Germination_rate,20,mg,,,Clark et al 08b
Aquilegia formosa,Growth_form_Corn,,,semi-basal,,--
Aquilegia formosa,Growth_form_std,,,dicot forb,,--
Aquilegia formosa,Habit,,,herbaceous,,--
Aquilegia formosa,Habitat_main,,,upland prairie,,Native Seed Network 07,
Aquilegia formosa,Height_max,70,cm,,,Flora ID Northwest 04,
Aquilegia formosa,LAR_standard,30.39639091, mm2/mg,,,Clark et al 08,Standard conditions
Aquilegia formosa,Leaf_area_21d,156.0742798, mm2,,,Clark et al 08,Standard conditions
Aquilegia formosa,Leaf_division,,,compound,,Flora of North America,
Aquilegia formosa,Leaf_margin,,,lobed,,Hitchcock and Cronquist 73,
Aquilegia formosa,Leaf_shape,,,,cuneate,Hitchcock and Cronquist 73,
Aquilegia formosa,Life_form,,,hemicryptophyte,,--,
Aquilegia formosa,LMR_standard,0.616434991, mg/mg,,,Clark et al 08,Standard conditions
Aquilegia formosa,Mass_aboveground_21d,3.916666746,  mg,,,Clark et al 08,Standard conditions
Aquilegia formosa,Mass_root_21d,0.642857134,  mg,,,Clark et al 08,Standard conditions
Aquilegia formosa,Mass_seed,1.309999943,mg,,,Flynn et al. 06,
Aquilegia formosa,Mass_seed,1.777666688,mg,,,Clark et al 08b,
Aquilegia formosa,Nitrogen_fixing,,,No,,--,
Aquilegia formosa,Perenniality,,,perennial,,--,
Aquilegia formosa,Propagation_mode,,,seed and vegetative,,--,
Aquilegia formosa,Reproductive_sched,,,polycarpy,,Flora ID Northwest 04,
Aquilegia formosa,RGR_standard,0.175920546,per day,,,Clark et al 08,Standard conditions
Aquilegia formosa,Root_system,,,fibrous,,--,
Aquilegia formosa,RSA_standard,0.452379823, --,,,Clark et al 08,Standard conditions
Aquilegia formosa,SLA_standard,37.78248978, mm2/mg,,,Clark et al 08,Standard conditions
Aquilegia formosa,Status_Federal,,,none,,--,
Aquilegia formosa,Status_ONHIC,,,none,,--,
Aquilegia formosa,Status_State,,,none,,--,
Aquilegia formosa,Stem_arrangement,,,multiple upright,,--,
Aquilegia formosa,ULR_standard,0.006621378,mg/mm2/day,,,Clark et al 08,Standard conditions
Aquilegia formosa,Wetland_Indicator_Status,,,FAC,,"USDA, NRCS 07",
Aquilegia formosa,Where_native,,,Willamette Valley,,--,
Arrhenatherum elatius,Authority,,,,L. Beauv. ex J.& K. Presl,"USDA, NRCS 07",
Arrhenatherum elatius,Clonality,,,clonal aboveground,,Flora ID Northwest 04,stolons
Arrhenatherum elatius,Clonality,,,clonal rhizomes,,Ecol. Flora British Isles,
Arrhenatherum elatius,Code,,,,AREL3,--,
Arrhenatherum elatius,Common_name,,,,tall oatgrass,--,
Arrhenatherum elatius,Diaspore_feature,,,awn,,--,
Arrhenatherum elatius,Dispersal_peak_month,7,month,,,Tanphiphat and Appleby 90,
Arrhenatherum elatius,Dormancy_break_mech,,,not dormant,,Khan 91,
Arrhenatherum elatius,Dormancy_break_mech,,,not stratification,,Maret 96b,
Arrhenatherum elatius,Family,,,,Poaceae,--,
Arrhenatherum elatius,Flowering_peak_month,6,month,,,Tanphiphat and Appleby 90,
Arrhenatherum elatius,Germination_peak_month,8,month,,,Ecol. Flora British Isles,summer germination
Arrhenatherum elatius,Germination_rate,80.40000153,%,,,Maret 96b,Untreated seeds
Arrhenatherum elatius,Germination_rate,12,mg,,,Clark et al 08b,
Arrhenatherum elatius,Growth_form_Corn,,,tussock,,--,
Arrhenatherum elatius,Growth_form_std,,,graminoid,,--,
Arrhenatherum elatius,Habit,,,herbaceous,,--,
Arrhenatherum elatius,Habitat_main,,,upland prairie,,--,
Arrhenatherum elatius,Height_max,150,cm,,,Flora ID Northwest 04,
Arrhenatherum elatius,LAR_standard,38.12034225, mm2/mg,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Leaf_area_21d,880.9857178, mm2,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Leaf_division,,,simple,,--,
Arrhenatherum elatius,Leaf_margin,,,entire,,--,
Arrhenatherum elatius,Leaf_shape,,,,lanceolate,--,
Arrhenatherum elatius,Life_form,,,hemicryptophyte,,--,
Arrhenatherum elatius,LMR_standard,0.820146203, mg/mg,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Mass_aboveground_21d,23.39999962,  mg,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Mass_aboveground_timed,5.599999905,g,,,Berendse et al. 92,Harvested at 16 weeks; seedlings grown in monoculture
Arrhenatherum elatius,Mass_root_21d,4.762499809,  mg,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Mass_seed,2.890000105,mg,,,Flynn et al. 06,
Arrhenatherum elatius,Mass_seed,2.390000105,mg,,,Grime et al. 90,
Arrhenatherum elatius,Mass_seed,1.88866663,mg,,,Clark et al 08b,
Arrhenatherum elatius,Nitrogen_fixing,,,No,,--,
Arrhenatherum elatius,Perenniality,,,perennial,,--,
Arrhenatherum elatius,Propagation_mode,,,seed and vegetative,,--,
Arrhenatherum elatius,Ps_pathway,,,C3,,--,
Arrhenatherum elatius,Reproductive_sched,,,polycarpy,,--,
Arrhenatherum elatius,RGR_seedling,0.400000006,mg total biomass/d,,,Davis 97,
Arrhenatherum elatius,RGR_standard,0.196977288,per day,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Root_system,,,fibrous,,--,
Arrhenatherum elatius,RSA_standard,0.8754794, --,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Seed_bank,,,yes,,Ecol. Flora British Isles,short term persistent
Arrhenatherum elatius,Seed_bank,,,no,,Grime et al. 90,
Arrhenatherum elatius,SLA_standard,46.35116959, mm2/mg,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Status_Federal,,,none,,--,
Arrhenatherum elatius,Status_ONHIC,,,none,,--,
Arrhenatherum elatius,Status_State,,,none,,--,
Arrhenatherum elatius,Stem_arrangement,,,single upright,,--,
Arrhenatherum elatius,Taxonomic_group,,,monocot,,,
Arrhenatherum elatius,ULR_standard,0.005399568,mg/mm2/day,,,Clark et al 08,Standard conditions
Arrhenatherum elatius,Wetland_Indicator_Status,,,UPL,,"USDA, NRCS 05",
Arrhenatherum elatius,Where_native,,,Europe,,--,
Beckmannia syzigachne,Authority,,,,(Steud.) Fern.,--,
Beckmannia syzigachne,Clonality,,,non-clonal,,,
Beckmannia syzigachne,Code,,,,BESY,--,
Beckmannia syzigachne,Common_name,,,,American slough grass,--,
Beckmannia syzigachne,Diaspore_feature,,,none,,,
Beckmannia syzigachne,Dispersal_peak_month,8.5,month,,,Clampitt 87,Seeds disperse about a month after flowering
Beckmannia syzigachne,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95,
Beckmannia syzigachne,Family,,,,Poaceae,--,
Beckmannia syzigachne,Flowering_peak_month,6.5,month,,,Cooke 97,
Beckmannia syzigachne,Germination_rate,72,%,,,Guerrant and Raven 95,Maximum germination
Beckmannia syzigachne,Growth_form_Corn,,,tussock,,,
Beckmannia syzigachne,Growth_form_std,,,graminoid,,--,
Beckmannia syzigachne,Habit,,,herbaceous,,--,
Beckmannia syzigachne,Habitat_main,,,wetland prairie,,--,
Beckmannia syzigachne,Height_max,100,cm,,,Flora ID Northwest 04,
Beckmannia syzigachne,Leaf_division,,,simple,,--,
Beckmannia syzigachne,Leaf_margin,,,entire,,--,
Beckmannia syzigachne,Leaf_shape,,,,linear,--,
Beckmannia syzigachne,Life_form,,,therophyte,,--,
Beckmannia syzigachne,Life_form_exp,,,T sstem bas,,,
Beckmannia syzigachne,Mass_seed,0.850000024,mg,,,Guerrant and Raven 95,
Beckmannia syzigachne,Mass_seed,0.349999994,mg,,,Flynn et al. 04,Average of 3 from Calif.
Beckmannia syzigachne,Mass_seed,0.583199978,mg,,,Roberts 05b,
Beckmannia syzigachne,Perenniality,,,facultative perennial,,--,
Beckmannia syzigachne,RGR_seedling,0.119999997,mg total biomass/d,,,Davis 97,
Beckmannia syzigachne,Root_system,,,fibrous,,--,
Beckmannia syzigachne,Seed_length,3.269999981,mm,,,Guerrant and Raven 95,
Beckmannia syzigachne,Seed_length,3.242000103,mm,,,Roberts 05b,
Beckmannia syzigachne,Seed_shape,0.159999996,mm3,,,Roberts 05b,
Beckmannia syzigachne,Status_Federal,,,none,,--,
Beckmannia syzigachne,Status_ONHIC,,,none,,--,
Beckmannia syzigachne,Status_State,,,none,,--,
Beckmannia syzigachne,Stem_arrangement,,,single upright,,--
Beckmannia syzigachne,Taxonomic_group,,,monocot,,
Beckmannia syzigachne,Wetland_Indicator_Status,,,OBL,,"USDA, NRCS 05"
Beckmannia syzigachne,Where_native,,,Willamette Valley,,--
Brachypodium sylvaticum,Authority,,,,(Huds.) Baeuv.,--
Brachypodium sylvaticum,Code,,,,BRYS,"USDA, NRCS 05"
Brachypodium sylvaticum,Common_name,,,,false brome,--
Brachypodium sylvaticum,Family,,,,Poaceae,--
Brachypodium sylvaticum,Growth_form_std,,,graminoid,,--
Brachypodium sylvaticum,Habit,,,herbaceous,,--
Brachypodium sylvaticum,Habitat_main,,,woodland,,--
Brachypodium sylvaticum,Leaf_division,,,simple,,--
Brachypodium sylvaticum,Leaf_margin,,,entire,,--
Brachypodium sylvaticum,Leaf_shape,,,,linear,--
Brachypodium sylvaticum,Mass_seed,0.620000005,mg,,,Grime et al. 90
Brachypodium sylvaticum,Perenniality,,,perennial,,--
Brachypodium sylvaticum,Reproductive_sched,,,polycarpy,,--
Brachypodium sylvaticum,Seed_bank,,,no,,Grime et al. 90
Brachypodium sylvaticum,Status_Federal,,,none,,--
Brachypodium sylvaticum,Status_ONHIC,,,none,,--
Brachypodium sylvaticum,Status_State,,,none,,--
Brachypodium sylvaticum,Stem_arrangement,,,multiple upright,,--
Brachypodium sylvaticum,Taxonomic_group,,,monocot,,
Brachypodium sylvaticum,Where_native,,,Europe,,--
Briza minor,Authority,,,,L.,--
Briza minor,Code,,,,BRMI2,--
Briza minor,Common_name,,,,little quakinggrass,--
Briza minor,Family,,,,Poaceae,--
Briza minor,Growth_form_std,,,graminoid,,--
Briza minor,Habit,,,herbaceous,,--
Briza minor,Height_max,50,cm,,,Flora ID Northwest 04
Briza minor,Leaf_division,,,simple,,--
Briza minor,Leaf_margin,,,entire,,--,
Briza minor,Leaf_shape,,,,linear,--,
Briza minor,Life_form,,,therophyte,,,
Briza minor,Perenniality,,,annual,,--,
Briza minor,Propagation_mode,,,seed,,--,
Briza minor,Reproductive_sched,,,monocarpy,,--,
Briza minor,Root_system,,,fibrous,,--,
Briza minor,Status_Federal,,,none,,--,
Briza minor,Status_ONHIC,,,none,,--,
Briza minor,Status_State,,,none,,--,
Briza minor,Stem_arrangement,,,multiple upright,,--,
Briza minor,Taxonomic_group,,,monocot,,,
Briza minor,Wetland_Indicator_Status,,,FAC,,"USDA, NRCS 05",
Briza minor,Where_native,,,Europe,,--,
Brodiaea coronaria,Authority,,,,(Salisb.) Engl.,"USDA, NRCS 07",
Brodiaea coronaria,Clonality,,,clonal bulbs or corms,,Anderson & Roderick 06a,fibrous corms
Brodiaea coronaria,Code,,,,BRCO3,"USDA, NRCS 07"
Brodiaea coronaria,Common_name,,,,crown brodiaea,"USDA, NRCS 07"
Brodiaea coronaria,Diaspore_feature,,,none,,Flora ID Northwest 04
Brodiaea coronaria,Dispersal_peak_month,7,month,,,Boyer 07a
Brodiaea coronaria,Dormancy_break_mech,,,stratification,,Bartow 06
Brodiaea coronaria,Dormancy_break_mech,,,not stratification,,Anderson & Roderick 06a
Brodiaea coronaria,Family,,,,Liliaceae,--
Brodiaea coronaria,Flowering_peak_month,6,month,,,Boyer 07a
Brodiaea coronaria,Germination_peak_month,3,month,,,Boyer 07a
Brodiaea coronaria,Germination_rate,61.33333206,mg,,,Clark et al 08b
Brodiaea coronaria,Growth_form_Corn,,,short basal,,--
Brodiaea coronaria,Growth_form_std,,,monocot forb,,--
Brodiaea coronaria,Habit,,,herbaceous,,--
Brodiaea coronaria,Habitat_main,,,upland prairie,,Native Seed Network 07
Brodiaea coronaria,Habitat_main,,,wetland prairie,,Boyer 07a
Brodiaea coronaria,Height_max,20,cm,,,Flora ID Northwest 04
Brodiaea coronaria,LAR_standard,14.34852791, mm2/mg,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Leaf_area_21d,46.73749924, mm2,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Leaf_division,,,simple,,Flora ID Northwest 04,
Brodiaea coronaria,Leaf_margin,,,entire,,Flora ID Northwest 04,
Brodiaea coronaria,Leaf_shape,,,,linear,Flora ID Northwest 04,
Brodiaea coronaria,Life_form,,,geophyte,,--,
Brodiaea coronaria,LMR_standard,0.642638803, mg/mg,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Mass_aboveground_21d,1.787500024,  mg,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Mass_root_21d,0.774999976,  mg,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Mass_seed,1.899999976,mg,,,Flynn et al. 06,
Brodiaea coronaria,Mass_seed,1.263000011,mg,,,Clark et al 08b,
Brodiaea coronaria,Nitrogen_fixing,,,No,,--,
Brodiaea coronaria,Perenniality,,,perennial,,--,
Brodiaea coronaria,Propagation_mode,,,seed and vegetative,,--,
Brodiaea coronaria,Reproductive_sched,,,polycarpy,,--,
Brodiaea coronaria,RGR_standard,0.106800564,per day,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Root_system,,,fibrous,,--,
Brodiaea coronaria,RSA_standard,0.686451912, --,,,Clark et al 08,Standard conditions
Brodiaea coronaria,SLA_standard,22.4049778, mm2/mg,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Status_Federal,,,none,,--,
Brodiaea coronaria,Status_ONHIC,,,none,,--,
Brodiaea coronaria,Status_State,,,none,,--,
Brodiaea coronaria,Stem_arrangement,,,single upright,,--,
Brodiaea coronaria,ULR_standard,0.007343058,mg/mm2/day,,,Clark et al 08,Standard conditions
Brodiaea coronaria,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Brodiaea coronaria,Where_native,,,Willamette Valley,,--,
Bromus carinatus,Authority,,,,H. & A.,--,
Bromus carinatus,Breeding,,,mixed,,--,
Bromus carinatus,Clonality,,,clonal aboveground,,Tollefson 06,tillers
Bromus carinatus,Code,,,,BRCA5,--,
Bromus carinatus,Common_name,,,,California brome,--,
Bromus carinatus,Diaspore_feature,,,awn,,--,
Bromus carinatus,Dispersal_peak_month,6.5,month,,,Boyer 07a,
Bromus carinatus,Dormancy_break_mech,,,not stratification,,Roberts and Clark 04a,
Bromus carinatus,Family,,,,Poaceae,--,
Bromus carinatus,Flowering_peak_month,5.5,month,,,Boyer 07a,
Bromus carinatus,Germination_peak_month,10,month,,,Boyer 07a,
Bromus carinatus,Germination_rate,96.5,%,,,Roberts and Clark 04b,
Bromus carinatus,Germination_rate,97.5,%,,,Roberts and Clark 04a,Fungicide -
Bromus carinatus,Germination_rate,82.66666412,mg,,,Clark et al 08b,
Bromus carinatus,Growth_form_Corn,,,tussock,,--,
Bromus carinatus,Growth_form_std,,,graminoid,,--,
Bromus carinatus,Habit,,,herbaceous,,--,
Bromus carinatus,Habitat_main,,,upland prairie,,--,
Bromus carinatus,Height_max,150,cm,,,Flora ID Northwest 04,
Bromus carinatus,LAR_standard,32.08259201, mm2/mg,,,Clark et al 08,Standard conditions
Bromus carinatus,Leaf_area_21d,1010.820007, mm2,,,Clark et al 08,Standard conditions
Bromus carinatus,Leaf_division,,,simple,,--,
Bromus carinatus,Leaf_margin,,,entire,,--,
Bromus carinatus,Leaf_shape,,,,linear,--,
Bromus carinatus,Life_form,,,hemicryptophyte,,--,
Bromus carinatus,LMR_standard,0.744212747, mg/mg,,,Clark et al 08,Standard conditions
Bromus carinatus,Mass_aboveground_21d,23.76153755,  mg,,,Clark et al 08,Standard conditions
Bromus carinatus,Mass_root_21d,4.123076916,  mg,,,Clark et al 08,Standard conditions
Bromus carinatus,Mass_seed,8.050000191,mg,,,Flynn et al. 06,
Bromus carinatus,Mass_seed,6.212333202,mg,,,Clark et al 08b,
Bromus carinatus,Nitrogen_fixing,,,No,,,
Bromus carinatus,Perenniality,,,perennial,,--,
Bromus carinatus,Propagation_mode,,,seed and vegetative,,--,
Bromus carinatus,Reproductive_sched,,,polycarpy,,--,
Bromus carinatus,RGR_seedling,0.579999983,mg total biomass/d,,,Davis 97,
Bromus carinatus,RGR_standard,0.145430073,per day,,,Clark et al 08,Standard conditions
